m,T,N,alpha,sigma_m,Sample Entropy Position,Sample Entropy Velocity,Sample Entropy Acceleration,Std Position,Std Velocity,Std Acceleration
2,0.01,2000,0.1,10000,0.0009769910733815306,0.002591209887341309,0.20174439095387914,0.0012992130053170127,0.0024787903058897686,0.08718207859276672
2,0.01,2000,0.5,1000,0.0015487145819330745,0.007185030070599595,0.30051410115281024,0.0016972998778412853,0.0046488682812313165,0.08357671971736706
2,0.01,2000,0.5,2000,0.0014722509384119248,0.006111688238321569,0.28581195873015786,0.0015939420047553275,0.003707410787514722,0.0715470823831057
2,0.01,2000,0.5,5000,0.0021232853432161056,0.00774799335452157,0.28843040734569814,0.0025476169295471584,0.004660919362062679,0.0686776413164592
2,0.01,2000,0.5,10000,0.0010978957065693718,0.006981693996838787,0.2918464198375813,0.0012308717854358838,0.004494202491791082,0.06873469537819432
2,0.01,2000,1.0,1000,0.002102973919465897,0.010957871236173942,0.3943841035636865,0.002879458880171737,0.005976699901639199,0.06334121572066329
2,0.01,2000,1.0,2000,0.0016790749290340398,0.01248913427736691,0.40006846987249367,0.0018625945164639258,0.007022181184152693,0.06999717705120055
2,0.01,2000,1.0,5000,0.0018672700964406065,0.011498091136114774,0.38644079896214045,0.00283503207092195,0.006344218945858096,0.06996299068498107
2,0.01,2000,1.0,10000,0.0012216875035959765,0.010208283901171374,0.3966821202597812,0.001457070629662482,0.006675218091206054,0.06465692138441713
2,0.01,2000,2.0,1000,0.0011110315710000857,0.014744172218675432,0.569456635532871,0.001211544839421886,0.007645337118569458,0.05289830905564006
2,0.01,2000,2.0,2000,0.002569622129319834,0.017095283378447606,0.5483144921074538,0.002670723852884457,0.008724133050815094,0.06074654262364411
2,0.01,2000,2.0,5000,0.0025521309290497053,0.01689305924772931,0.5505651585362177,0.0028360067690951195,0.009622418476246104,0.0657784168334185
2,0.01,2000,2.0,10000,0.0021823216425676303,0.015937556576780306,0.5547304132189367,0.0027893666906376883,0.008126852675398335,0.0577941006462139
2,0.01,2000,5.0,1000,0.002324716890621566,0.026326088541842537,0.8286196552276591,0.0023021058047547525,0.012015936131943458,0.05033089504847553
2,0.01,2000,5.0,2000,0.002369576842923144,0.026397740147307655,0.8253707623167555,0.0029164746477092886,0.013175270609517238,0.04862976466463335
2,0.01,2000,5.0,5000,0.0023160806305467904,0.02767811827043597,0.8085732044587914,0.0024577106651581934,0.01152608949073635,0.052053156279842284
2,0.01,2000,5.0,10000,0.002438271028451117,0.030144095147151703,0.8180441388913862,0.002459590514542908,0.014652808036731895,0.04522753582381544
2,0.1,100,0.1,1000,0.02659150005096334,0.08054183315241298,0.758431869702211,0.034852818876063646,0.09310677336812488,0.23225343296819928
2,0.1,100,0.1,2000,0.03179440740337122,0.0751174799130415,0.7069098793846992,0.04054440372689909,0.08059237374429383,0.25687279403936997
2,0.1,100,0.1,5000,0.03164278441039144,0.064252686957337,0.6981835691244328,0.03787362176108945,0.07270184588949488,0.22774137467378272
2,0.1,100,0.1,10000,0.019689997687438156,0.06418515377897965,0.7258163323783616,0.024277524327127094,0.06657008978758763,0.2178018603181901
2,0.1,100,0.5,1000,0.04188653716896838,0.10403341583702738,0.8937585571954155,0.048210175906331906,0.07833563092889544,0.18258635257027042
2,0.1,100,0.5,2000,0.033132770370641045,0.12312239746929146,0.9284668715547483,0.053312612761460966,0.10556952953821747,0.16817209068408176
2,0.1,100,0.5,5000,0.02898185426901103,0.11487232045239965,0.8770586512501184,0.03131691052990711,0.09859265087705035,0.1580967073170124
2,0.1,100,0.5,10000,0.020508651878612515,0.12352238669854772,0.8900178680978391,0.026064545517123658,0.08781831116866744,0.1748981823500208
2,0.1,100,1.0,1000,0.03301649714183343,0.15600736599041934,0.988627828966294,0.03779167617644745,0.11130656712125582,0.14971909074065556
2,0.1,100,1.0,2000,0.0353577905946898,0.16163113001867402,0.9647288825425371,0.04571864410482408,0.10685687495028762,0.14713731573616448
2,0.1,100,1.0,5000,0.03373449362021772,0.1763392753144315,0.9729197566852632,0.04628027292062739,0.11096309916175946,0.15635958415789497
2,0.1,100,1.0,10000,0.04195779501834064,0.1625785285705995,1.0018038363081885,0.053196386327842515,0.10732778234139476,0.18515365066665174
2,0.1,100,2.0,1000,0.03715625686159028,0.21175413033789017,1.0678843924597357,0.050063539570774994,0.10617287386990154,0.13872987667930922
2,0.1,100,2.0,2000,0.04413835189334037,0.23938316439215312,1.066410613654732,0.055102433489914435,0.11848950303952675,0.1209458445944678
2,0.1,100,2.0,5000,0.04493581292599744,0.23561523608908647,1.08336494206102,0.060461081153176596,0.09886490513634312,0.15562269087142314
2,0.1,100,2.0,10000,0.03116251466582998,0.2079790836804607,1.0945294636609082,0.04638008491356178,0.11190460816696167,0.13512809818876473
2,0.1,100,5.0,1000,0.0547685766387376,0.35241371165380087,1.1531400775919987,0.0725973715128109,0.1413547182788268,0.14860289532758014
2,0.1,100,5.0,2000,0.03827896743698918,0.3895930008518412,1.1769602330465927,0.046670584166534426,0.15459758171019494,0.12647586506967856
2,0.1,100,5.0,5000,0.04932448809912237,0.33305476795444966,1.186629374656782,0.06946956068156789,0.13753389096342986,0.10589567700769317
2,0.1,100,5.0,10000,0.06535818257584579,0.37237171820337944,1.1629790073040205,0.07769267788784943,0.14843644537371606,0.14375805195067384
2,0.1,500,0.1,1000,0.005248820932623421,0.020521889985618658,0.47576998122948666,0.006615413741899471,0.020470435703929347,0.16614022651315521
2,0.1,500,0.1,2000,0.007195096688777389,0.019876304595264058,0.5183174428647047,0.009188637871332473,0.01648918357646389,0.1314898363030639
2,0.1,500,0.1,5000,0.005170863080864062,0.02166048843846913,0.48596072465230433,0.006420688061242111,0.015342638626976792,0.12320001995403165
2,0.1,500,0.1,10000,0.005161560990082704,0.02023439775178539,0.48287944547828615,0.008823679241869076,0.017393434453228444,0.15701324003026676
2,0.1,500,0.5,1000,0.009202738759922557,0.04741185109909232,0.8236867439114058,0.01034569606336926,0.022070984674198043,0.08965147152885328
2,0.1,500,0.5,2000,0.006715854910915594,0.04540013960112735,0.8198201539388549,0.00853269827680901,0.028581185229619128,0.10862602723159095
2,0.1,500,0.5,5000,0.008102335501803472,0.051992777212529685,0.8343246521870809,0.010152065763044851,0.03022675775251045,0.08456805727327685
2,0.1,500,0.5,10000,0.006038443910693014,0.04666304069606209,0.8204910878487918,0.006235315498268022,0.02537235664046838,0.11028470499035808
2,0.1,500,1.0,1000,0.010578708428395948,0.07991976417553186,1.0518683783040672,0.01743402583918087,0.05296788471540772,0.07386576607974767
2,0.1,500,1.0,2000,0.011607103401887774,0.0816864538502575,1.0362584245176543,0.014802540583966382,0.04703896472058399,0.06836162362985088
2,0.1,500,1.0,5000,0.007433501476387344,0.08466216574068115,1.0625907908791385,0.00751068270441488,0.04738627836746884,0.08035797807499308
2,0.1,500,1.0,10000,0.008865846244528701,0.07403316539460057,1.0309736521525736,0.01212075603427551,0.03736712569825865,0.07666813524073737
2,0.1,500,2.0,1000,0.008046322229163022,0.12503097377672828,1.2582160550784218,0.010042957054026164,0.061316640245595265,0.05769638098135228
2,0.1,500,2.0,2000,0.007145116013783331,0.13069151232849033,1.2778987811319946,0.008868755408436546,0.0734674991573529,0.061385636065640556
2,0.1,500,2.0,5000,0.009510054280912512,0.10545532973563096,1.2634443518597864,0.013360251309786214,0.04942723658739859,0.05736240030161135
2,0.1,500,2.0,10000,0.007913892335126847,0.13000499820663644,1.2829296346604786,0.009090587421350022,0.06236810487379737,0.06118195370879939
2,0.1,500,5.0,1000,0.007596140708371478,0.19512587357231112,1.5425793268517427,0.00845418382195243,0.10071552245929216,0.05013352243693345
2,0.1,500,5.0,2000,0.012245268040008805,0.21461325899521141,1.5385103333145644,0.013232862925606298,0.09857078387043681,0.053630605723568286
2,0.1,500,5.0,5000,0.008299342706718336,0.19956404437610786,1.546829052367949,0.011269289556843245,0.09586256190389952,0.04713816909287445
2,0.1,500,5.0,10000,0.006898495042167215,0.1793580343948586,1.5439646343381448,0.009025123209536367,0.07656032564106495,0.048953372648440775
2,0.1,1000,0.1,1000,0.0022710555713048265,0.014022821983535367,0.41855613103458433,0.002974244654115303,0.007861312857963572,0.09456505317025234
2,0.1,1000,0.1,2000,0.00237783332222985,0.013118978413600497,0.44011170525818466,0.0028493529296913364,0.007520126015711168,0.08227002483994944
2,0.1,1000,0.1,5000,0.0043075623483302015,0.016045703509531283,0.44204173226432536,0.005084981203936207,0.00920318191192005,0.07580129640401218
2,0.1,1000,0.1,10000,0.0031682147383981212,0.013769359917036834,0.4326720547194971,0.0041313675288492694,0.007778634438288784,0.10141110035919296
2,0.1,1000,0.5,1000,0.004947112643178298,0.03885650310723556,0.8107483199284427,0.007659828752621445,0.021604531798282568,0.07052465031323561
2,0.1,1000,0.5,2000,0.004251889756814943,0.03589600155859396,0.8303001912438961,0.006299385086099571,0.01667367588403474,0.07489217117482329
2,0.1,1000,0.5,5000,0.005059511752593552,0.035892497204800575,0.8250846178110264,0.00620027105445486,0.0171893569268978,0.06996325730895267
2,0.1,1000,0.5,10000,0.00446318333689359,0.03598419645566175,0.8221251348132981,0.004596498281047314,0.020751519694143156,0.06661166832127366
2,0.1,1000,1.0,1000,0.0056659341562340605,0.06043214472666878,1.0646245834458785,0.006781077051729709,0.029125527867352702,0.055630292839004426
2,0.1,1000,1.0,2000,0.005829029039136399,0.05451369265162607,1.0603112002473818,0.0064061203153576145,0.027730698875887316,0.03946098083033439
2,0.1,1000,1.0,5000,0.004913266720749816,0.05384300579852793,1.0479957791403718,0.005862984879537272,0.024908750919288555,0.048372489806431766
2,0.1,1000,1.0,10000,0.004855500226411819,0.0543041576187943,1.0588973806196105,0.00533097399635871,0.02816160293827546,0.06609243040135589
2,0.1,1000,2.0,1000,0.005042051595232006,0.08730263338570898,1.3003808378810653,0.004875563477614937,0.042927643256130785,0.03862269866381969
2,0.1,1000,2.0,2000,0.00502668565334123,0.07898232275294612,1.3114819361691894,0.005531396988692348,0.03670818064984231,0.05104107399260724
2,0.1,1000,2.0,5000,0.00470660651543628,0.08153808468568124,1.3037806677050063,0.006299784447324914,0.04209859236151932,0.046993207476783046
2,0.1,1000,2.0,10000,0.004220521071353589,0.0800339099506398,1.3016899896503,0.004527035238123182,0.04134548516461038,0.042411996327473986
2,0.1,1000,5.0,1000,0.00616444642774251,0.13604721283597734,1.6150416735276982,0.006644842623612323,0.05533077881402426,0.03253780645506785
2,0.1,1000,5.0,2000,0.003995689313913911,0.1322055385304384,1.605324839079203,0.004750925650152125,0.0781447923635383,0.038175487522667875
2,0.1,1000,5.0,5000,0.004457489351775392,0.12658595167625847,1.6134569825690275,0.004758054877502171,0.0639313901015865,0.03939569407241053
2,0.1,1000,5.0,10000,0.006195340837908471,0.1397423667531485,1.6171080116448098,0.006772856206359435,0.07130630374948328,0.027824172871665692
2,0.1,2000,0.1,1000,0.001644593788321422,0.010935977178767287,0.40878924082648865,0.0018693693920455762,0.004915923711837964,0.07450282732013222
2,0.1,2000,0.1,2000,0.002089341953025451,0.010937857180609191,0.40351884930608684,0.0021324425103951975,0.0061529289222178405,0.056829439160004214
2,0.1,2000,0.1,5000,0.0019638452464345534,0.010767404335199272,0.4035884091187385,0.0025780046423687915,0.0069205447070896,0.05795834790900593
2,0.1,2000,0.1,10000,0.0033875494938278195,0.011872135178180745,0.4051498686551438,0.0032091000315472382,0.006449175091873411,0.07061256244665932
2,0.1,2000,0.5,1000,0.0018034275832949226,0.027613402506866825,0.800391493577421,0.0021097989804578035,0.012734049207519037,0.04573658705737305
2,0.1,2000,0.5,2000,0.0016409121083146322,0.028247861248836915,0.8289409557456004,0.0026764987180367106,0.013104784899924974,0.05298577434305709
2,0.1,2000,0.5,5000,0.0020261289155511955,0.025245472438122366,0.8273958986234503,0.0025207073562970345,0.011553565928370181,0.05245110598248093
2,0.1,2000,0.5,10000,0.0026189801988089605,0.02602361244656155,0.8116902982274473,0.0029979581215693785,0.01368772919643696,0.04441044287175098
2,0.1,2000,1.0,1000,0.002225691648893835,0.039231159434296156,1.0608295158788967,0.0022315179347209306,0.014930551420323828,0.041986843049729924
2,0.1,2000,1.0,2000,0.003057655792541067,0.04160690702643196,1.05884300991441,0.0043282594169457385,0.02178481546056167,0.04062197067679464
2,0.1,2000,1.0,5000,0.0024169523986555612,0.03405757736932116,1.0670622665251093,0.0025926374085509176,0.013819999323523154,0.0387355982138649
2,0.1,2000,1.0,10000,0.0019208865417945733,0.04003995633163988,1.06327906058828,0.0021353287071164445,0.017290659865678886,0.03429209976527989
2,0.1,2000,2.0,1000,0.0019121144716629664,0.05774959413697044,1.3098688210779488,0.00209194026312487,0.029724266755544772,0.03340348787257414
2,0.1,2000,2.0,2000,0.0025268796707131175,0.054760560830781554,1.321162242673106,0.0032976575228954572,0.02777617564343562,0.03361781100629971
2,0.1,2000,2.0,5000,0.0023867536939573774,0.058207149596162425,1.324648361335078,0.002160053549471,0.022953324821517275,0.032711958753937107
2,0.1,2000,2.0,10000,0.0023104298392544174,0.05639695516196337,1.321009647989033,0.003056583494857881,0.02719714032525994,0.032813267759051495
2,0.1,2000,5.0,1000,0.002986244800715784,0.08464349867331297,1.6492342388815755,0.0032269864962369537,0.044830689379606554,0.026500050871929016
2,0.1,2000,5.0,2000,0.0019588194865159986,0.0874258597362909,1.640353374356375,0.0022627614262584,0.0350439840262354,0.024304350109615513
2,0.1,2000,5.0,5000,0.002233257123410515,0.08397339564897856,1.642215244121787,0.0027942237325346894,0.03506767711312427,0.025743509589788615
2,0.1,2000,5.0,10000,0.002190427202768325,0.07998185317404928,1.6508899385775029,0.0020500004066039447,0.03567317307807208,0.02089606678046243
2,0.5,100,0.1,1000,0.041032869562694065,0.12234467855990866,0.8730338744457127,0.05216944456547596,0.09698224343629042,0.1771348530947113
2,0.5,100,0.1,2000,0.04958234552789481,0.1338323312166295,0.8877301247466213,0.06639934347851745,0.11390487532209849,0.15292432587357532
2,0.5,100,0.1,5000,0.03944902542662166,0.10804963224115173,0.8465342807037999,0.042365983654754955,0.08853930228957589,0.17555481354484231
2,0.5,100,0.1,10000,0.04388891529116548,0.13211807292892933,0.8748408570762876,0.06584141113448634,0.09787550484375343,0.17725795934757882
2,0.5,100,0.5,1000,0.040824884309013536,0.2435271809261872,1.123284547460021,0.04972579432579196,0.13406341301292388,0.12215167930766924
2,0.5,100,0.5,2000,0.036242123093012994,0.2820413089135881,1.1068092817333446,0.052589485717086284,0.12419920171817815,0.12364152489450937
2,0.5,100,0.5,5000,0.05129328867266153,0.2726452308693444,1.0870670781891538,0.05556639668166654,0.1415672755931731,0.10961673088599364
2,0.5,100,0.5,10000,0.07784633962633776,0.27498524651482054,1.1159377658755547,0.08084396142113993,0.13152935991605957,0.11332978262862635
2,0.5,100,1.0,1000,0.04821425467125051,0.36215786009593304,1.1372014802693,0.06433151773762431,0.1367929097525992,0.134006130542042
2,0.5,100,1.0,2000,0.06322245722651303,0.3739372297725099,1.1593075548222007,0.08054938083405225,0.14901470199531025,0.13411730592523577
2,0.5,100,1.0,5000,0.043745251352330296,0.37357769895519044,1.1689297743762428,0.06049083684213858,0.12896033724074255,0.17113569337951146
2,0.5,100,1.0,10000,0.04917893122442593,0.3900415299593965,1.134111267411286,0.06774913489198676,0.13193004174537915,0.1319096327914894
2,0.5,100,2.0,1000,0.06874078068197564,0.4953653205463711,1.1533346454724371,0.08815346629910867,0.19881776054360853,0.1254904890236464
2,0.5,100,2.0,2000,0.057583078259439854,0.49072100835693855,1.1307390161827977,0.05311491473260574,0.134762797732036,0.15450257147383825
2,0.5,100,2.0,5000,0.0699510787164743,0.4793887002122885,1.1916445365456942,0.08521561834171647,0.1806798096126393,0.16768868856073463
2,0.5,100,2.0,10000,0.04922539422086851,0.49532301647040944,1.1714458857715127,0.05905966745048403,0.20356797477929678,0.14623044644905658
2,0.5,100,5.0,1000,0.056564585270719184,0.6224326402604508,1.1893710528371428,0.07524412041624849,0.22569588753779155,0.15883536074029156
2,0.5,100,5.0,2000,0.045007150172720174,0.5624543462841887,1.1479958783815072,0.04763680164671759,0.24677756759015307,0.13461799812729694
2,0.5,100,5.0,5000,0.053149489806452746,0.6421603514364533,1.1408654692197582,0.07142771370493935,0.25715067088818433,0.14551825691825834
2,0.5,100,5.0,10000,0.030661853134228322,0.614202630238281,1.1005933061886402,0.0372800021230653,0.22936925201227112,0.13263966163600746
2,0.5,500,0.1,1000,0.005866815965017349,0.04355285624979092,0.8517393652945234,0.009051279631830401,0.026143035509784536,0.09397273922108126
2,0.5,500,0.1,2000,0.006345334706966207,0.04935954768198903,0.8386175976687943,0.009173592719605531,0.02499730240244203,0.08933274380097299
2,0.5,500,0.1,5000,0.00634885371733087,0.05154677955282191,0.829076892020804,0.009134914523166051,0.026206237973415335,0.09210778407202591
2,0.5,500,0.1,10000,0.008084330455113604,0.044193952427210574,0.8491791811800536,0.009201718388360992,0.027349326062315448,0.09784941357632083
2,0.5,500,0.5,1000,0.008194448471917398,0.13029957846470674,1.3563319212453246,0.008584793204681584,0.05474740756175698,0.05897843035477101
2,0.5,500,0.5,2000,0.006951531750178899,0.13709675946731528,1.365281910311233,0.0069599065069874365,0.06887407875309824,0.05910380836254934
2,0.5,500,0.5,5000,0.007734839679372809,0.1260298128756727,1.357365130432958,0.00856578458119212,0.060867188466208345,0.055530626076253094
2,0.5,500,0.5,10000,0.008257482037812139,0.13090573285453005,1.340793132331194,0.011057883666095069,0.0621157817553189,0.061978725496684095
2,0.5,500,1.0,1000,0.009028129812539835,0.20493910035872534,1.5368629882564178,0.009259855724074865,0.1032565723803364,0.058447097749740176
2,0.5,500,1.0,2000,0.008654745046830774,0.17928226156775712,1.5443481996793051,0.008443730397322357,0.08442481641461591,0.049338811478271814
2,0.5,500,1.0,5000,0.008857676223298338,0.18868335604483166,1.5412319856529597,0.008819445314499947,0.10236251240626675,0.05704066696923536
2,0.5,500,1.0,10000,0.00951391944407279,0.18480969898526137,1.551379033125371,0.013077107247170452,0.09692336769495438,0.0678538706394668
2,0.5,500,2.0,1000,0.009589549224772674,0.29702168524075667,1.6812608049505677,0.008605091027928004,0.11790641864154983,0.0680936082568969
2,0.5,500,2.0,2000,0.011167407760772243,0.2683892256452902,1.686193656098449,0.01286998805174883,0.1274366351362663,0.04616287439417437
2,0.5,500,2.0,5000,0.008349114622415497,0.2395016366069056,1.686400471891036,0.01033780905829206,0.10448776505716513,0.04749941854653917
2,0.5,500,2.0,10000,0.00986816249187453,0.25840723158457946,1.6838644159080038,0.014903464609179667,0.11806265882511265,0.04498355597997078
2,0.5,500,5.0,1000,0.009225430512429925,0.2614921566063304,1.790586852828896,0.011823565857007605,0.10752131549923556,0.04367503658923029
