T,n,Sample Entropy,Std
0.01,1000,2.054184544208088,0.022807772890202742
0.01,2000,2.05228808971465,0.019603830217567585
0.01,5000,2.051130771488182,0.019292005927196317
0.01,10000,2.0531952359905166,0.022048170866415806
0.01,15000,2.0548841029823337,0.019008166898496406
0.01,20000,2.051885444668988,0.019502054910312365
0.01,30000,2.0550462546047554,0.020976377959426962
0.01,50000,2.052773949753159,0.02198420188092775
0.1,1000,2.0572616545283218,0.022126834419702444
0.1,2000,2.052636097267888,0.018686905733894983
0.1,5000,2.052813542495074,0.018279263266554577
0.1,10000,2.0557357165656747,0.019327777823995612
0.1,15000,2.0528428497589317,0.017796385930161328
0.1,20000,2.0530601490985676,0.019266069016935807
0.1,30000,2.0555717038827193,0.017687894451909932
0.1,50000,2.053118414657775,0.01891385954204346
0.5,1000,2.0527375103174306,0.02056003588182808
0.5,2000,2.0540103328780246,0.017076431112922386
0.5,5000,2.052990753000037,0.01965674290790108
0.5,10000,2.0567514413382306,0.019673618503304086
0.5,15000,2.05517494583014,0.01969560233235273
0.5,20000,2.052237667887372,0.01707850197041148
0.5,30000,2.054911548668275,0.021923368438751777
0.5,50000,2.0528175630532854,0.018296709174006623
1.0,1000,2.0564251582328468,0.019997472690474163
1.0,2000,2.054929628210761,0.018718495073532942
1.0,5000,2.052609426763292,0.01760106968209823
1.0,10000,2.0589103753008358,0.019800116961909572
1.0,15000,2.056677184855389,0.019072042358299693
1.0,20000,2.0476746234698586,0.02382615164505637
1.0,30000,2.0514718057770436,0.021615753492157608
1.0,50000,2.055642820341439,0.019039253905577865
10.0,1000,2.0551811522290206,0.020163618362151983
10.0,2000,2.0519958091632966,0.0203062648671209
10.0,5000,2.0552728525096704,0.02315614745309477
10.0,10000,2.0518255679941064,0.02120151807908971
10.0,15000,2.0540965696245266,0.018368478707760014
10.0,20000,2.052858320312981,0.021971350451798558
10.0,30000,2.053529967596752,0.022228376675295536
10.0,50000,2.0542918001914607,0.020043280445780978
15.0,1000,2.054049181842725,0.01910734940118634
15.0,2000,2.059631529206281,0.01908421573446334
15.0,5000,2.054990863368005,0.022209300224428952
15.0,10000,2.0565707135862525,0.019795586139136404
15.0,15000,2.05326558269097,0.020810804371286174
15.0,20000,2.0560490989939355,0.02026364275119073
15.0,30000,2.0563924829377878,0.022148430284316303
15.0,50000,2.0558607687784782,0.018870140386026392
20.0,1000,2.055917737813616,0.01879784539058913
20.0,2000,2.054706447026388,0.01843629409692055
20.0,5000,2.058542857323781,0.019968680976088646
20.0,10000,2.054325367073472,0.01950956602743426
20.0,15000,2.0537772600137583,0.02301745213632811
20.0,20000,2.0557250313734134,0.020955474630727732
20.0,30000,2.0518585211735108,0.022255689386118684
20.0,50000,2.0599204699062676,0.020781147260115783
60.0,1000,2.053014046252301,0.020826544081857044
60.0,2000,2.0526445987596076,0.019983478735007162
60.0,5000,2.053307248471585,0.020594053617235673
60.0,10000,2.056568100025396,0.02174469996036077
60.0,15000,2.054097565568009,0.021066690730102828
60.0,20000,2.054330473630857,0.019217745772718276
60.0,30000,2.0573048430808534,0.019157248517317267
60.0,50000,2.0529864990161726,0.021257623998068007
