m,T,N,noise,Sample Entropy Position,Sample Entropy Velocity,Sample Entropy Acceleration,Std Position,Std Velocity,Std Acceleration
10,0.01,100,10000,0.012206949259058589,0.012141387831845724,0.053079310761591614,0.006369738322399321,0.019513530492644763,0.08458634410874319
10,0.01,500,1000,0.004618602269700299,0.012005017268995248,0.213318187475627,0.006697854445592532,0.013788633331949292,0.07159620271342867
10,0.01,500,2000,0.005185045763561166,0.010452958332051114,0.22021243915929925,0.0064447966133498605,0.012080763843178263,0.07312686249387666
10,0.01,500,5000,0.004771212646723396,0.010805676415954821,0.221599385066509,0.007682161250547207,0.013808577598768024,0.0870692797697705
10,0.01,500,10000,0.004982615868678567,0.008977611783395486,0.18754500040978456,0.0060105909499064926,0.0113884450498515,0.10076486342977417
10,0.01,1000,1000,0.002119320124819271,0.004364038205666695,0.2002047066418525,0.003350704796432951,0.005642765471752806,0.0812326988982112
10,0.01,1000,2000,0.002293975465922832,0.004559694997267994,0.19467095310819407,0.0038753583650795783,0.006280263205991814,0.07879346017590796
10,0.01,1000,5000,0.002296606267689221,0.004806810462090281,0.18413886810108024,0.002941194692361169,0.006829205357127719,0.07643168778252606
10,0.01,1000,10000,0.0019475603381935117,0.0063221623257785605,0.17052337311292892,0.002212103845401943,0.006519950509678911,0.07728027388272013
10,0.01,2000,1000,0.0012979542173135745,0.0026138384445512034,0.12324183793064022,0.0018200521808690044,0.0035178366283797487,0.06416950811486623
10,0.01,2000,2000,0.0009706445080778742,0.001611540107009713,0.11988540890880778,0.0012645262628541228,0.0019220178942567809,0.07086331111792457
10,0.01,2000,5000,0.0012848900310915466,0.0029696078686890855,0.1372676322641979,0.001674053854368516,0.0032204105584602723,0.06768310746672246
10,0.01,2000,10000,0.0011591731018938214,0.003145309818677938,0.13518707228565585,0.0015438078741320314,0.004422516718136242,0.07271933284030815
10,0.1,100,1000,0.012241223436792136,0.014538789985943545,0.07303881897040805,0.009195909693992798,0.020720736239820636,0.1264051738898968
10,0.1,100,2000,0.013750935340977212,0.01703809944039408,0.06036017506550632,0.009996342912577063,0.02017873314252733,0.11091157506091959
10,0.1,100,5000,0.011705234410840341,0.014323660517284221,0.08170668433403237,0.00859791558423359,0.018860623683893015,0.14564628388913692
10,0.1,100,10000,0.010652699608172146,0.012196000379476223,0.05386533990850866,0.007785496548782609,0.019650002403701444,0.10691253317094389
10,0.1,500,1000,0.004064628855385773,0.010608164431691965,0.20671933709125953,0.005207313307669466,0.010827984654033389,0.06447747580281184
10,0.1,500,2000,0.003741506202300794,0.010346918237520627,0.20455554611144428,0.003712649398084804,0.011781609537347863,0.06441594538908284
10,0.1,500,5000,0.004903101025480149,0.011978576632805396,0.22183660108446257,0.00641492380882053,0.013531893588626233,0.0660033268591861
10,0.1,500,10000,0.004739464360695236,0.008883251255235211,0.19605951540066854,0.00705547916885216,0.011368540938779613,0.05821782675099379
10,0.1,1000,1000,0.002164516074614159,0.0050511715922836545,0.1864639251842786,0.0029974812617278956,0.006076890061627051,0.07085737433789024
10,0.1,1000,2000,0.003418113432836013,0.00611732235442393,0.17103492741680923,0.0041988392100443086,0.006878169378665907,0.07633222747234458
10,0.1,1000,5000,0.0025827263303387477,0.0041427863747227605,0.17079363808914377,0.0031439404751876575,0.00568748924965552,0.07869736869578993
10,0.1,1000,10000,0.0023414158447391314,0.005423485446782001,0.1924654268898421,0.002917030715253623,0.006535074115917915,0.06477909399604918
10,0.1,2000,1000,0.0012090749665446877,0.0026493974120217535,0.13636355829754573,0.0016115054549802128,0.0027435215506855736,0.06477619140196499
10,0.1,2000,2000,0.0014418533453938287,0.0023025169284144774,0.11473760262409764,0.002109724307256223,0.0029418723178252526,0.050680808799485964
10,0.1,2000,5000,0.001639819187271987,0.003059784635015362,0.1415596606889746,0.001981755392704344,0.003267188816827246,0.07959941036334497
10,0.1,2000,10000,0.000810856621359867,0.0023756385252192134,0.1423151555773416,0.0007611658863909296,0.002657270900569186,0.07312683091081792
10,0.5,100,1000,0.012039078812839695,0.015924482370217166,0.0924654992531864,0.008029716541469265,0.020623955915215857,0.1485489830964517
10,0.5,100,2000,0.012907478064960752,0.013435820553743429,0.08065471071708241,0.007937024679484109,0.02171793252185075,0.0978185714273166
10,0.5,100,5000,0.01009432446767228,0.01625302979077574,0.10236128256142592,0.00915049872681503,0.022134219436730905,0.12778442443044613
10,0.5,100,10000,0.011010196687840918,0.01680135831842791,0.030175093915276095,0.009395615607972516,0.024706581007351926,0.0843030359404625
10,0.5,500,1000,0.004611152015116058,0.009360931854343738,0.2117842544773021,0.005276797873159094,0.01037372050173465,0.05818605373754491
10,0.5,500,2000,0.007726500823325694,0.012652101852376009,0.1904413237808137,0.009328997076888938,0.012749480177249655,0.06723462053491085
10,0.5,500,5000,0.004378769257983564,0.012201433066065876,0.19931055873467532,0.005400893834332327,0.013842334857103863,0.06651510558201296
10,0.5,500,10000,0.0041420460466014995,0.009238284084667075,0.1992122611944361,0.005573942016857855,0.012504505412118432,0.0840126322833423
10,0.5,1000,1000,0.002267022322520167,0.0057953477386999165,0.19012797718028693,0.0032412399353254776,0.009368533949676364,0.07171973321954987
10,0.5,1000,2000,0.0015566071928093633,0.004067751179751664,0.16968325308225687,0.0010829883558023251,0.005683496162116619,0.0742642229245389
10,0.5,1000,5000,0.0024438460317979236,0.0055263207414335755,0.16188958370356846,0.0033418908788603015,0.006388872893295415,0.0824353786003122
10,0.5,1000,10000,0.003074014912468767,0.005022100930163837,0.18602891631941953,0.005428302730339032,0.006068691751871904,0.07846525961945242
10,0.5,2000,1000,0.0013556884890273718,0.002839887065603819,0.13032636420580646,0.0019861792447262525,0.0025002078279265432,0.06593299731405969
10,0.5,2000,2000,0.001023813083584354,0.0029846004907411587,0.14674267853550516,0.0012666970934818325,0.004047540089502607,0.07073255106086888
10,0.5,2000,5000,0.0014732439612360295,0.002971317569045515,0.13859632727335292,0.0018715360116697219,0.004546996755716565,0.07203139952169905
