N,n,Sample Entropy,Std
100,1000,0.05644639082855158,0.0685406982824035
100,2000,0.05817930515677317,0.067877808360695
100,5000,0.05782891278057241,0.076705885347177
100,10000,0.05035916038664962,0.06928936440326113
100,15000,0.056136562205374746,0.07623845420030935
100,20000,0.045213072675583665,0.05796313892281054
100,30000,0.0557812682133925,0.07147850178808844
100,50000,0.05250204676934101,0.05871651201180918
500,1000,0.011848057518202303,0.015294540227562643
500,2000,0.011651742320359036,0.01690903282254311
500,5000,0.011152539434849992,0.011468340463920496
500,10000,0.00684884884444355,0.008924332320754094
500,15000,0.011094759614697065,0.012127012708585305
500,20000,0.00830660268122302,0.010200043799083066
500,30000,0.008449374221709523,0.01281852649171264
500,50000,0.011667424983919435,0.012362674594000578
1000,1000,0.004810568509949321,0.005235894368286249
1000,2000,0.0047258760933161234,0.005816960506832262
1000,5000,0.004744489779778055,0.005075901313140728
1000,10000,0.004689566227493605,0.006096635256590002
1000,15000,0.004711390247674506,0.005891802983084191
1000,20000,0.004857641686435311,0.005192552541391872
1000,30000,0.004635551981805857,0.005273601347813024
1000,50000,0.004483055466439458,0.005850686991611464
2000,1000,0.0019667447266632,0.0024490558865977513
2000,2000,0.002330788700546173,0.002838117420483239
2000,5000,0.0020967286300526814,0.002661559606657515
2000,10000,0.0016265185311156046,0.0020279969547617287
2000,15000,0.0019355573967461852,0.0029250785910112957
2000,20000,0.002227680430002612,0.0033578153512451837
2000,30000,0.002042829998108851,0.002278882695793752
2000,50000,0.0021931154705884127,0.002504213586043269
5000,1000,0.00093769410085013,0.0010142984098816627
5000,2000,0.0009063883452898564,0.0010379210339652519
5000,5000,0.0007140642989342398,0.0009369050578712869
5000,10000,0.0011400475778690323,0.001348005631581718
5000,15000,0.0009131896479261999,0.0009569465125647418
5000,20000,0.0008688132087347419,0.001091048834360699
5000,30000,0.0008693780948552287,0.0010283830306984873
5000,50000,0.0009058938819617667,0.0011723726112832474
10000,1000,0.0004700167206953216,0.0005536547393287847
10000,2000,0.00048375156764639857,0.0005713356054177245
10000,5000,0.0004473365080981919,0.0005451218240917194
10000,10000,0.00040022066424339516,0.0004647024443472478
10000,15000,0.0005127976316212285,0.0005690500328040947
10000,20000,0.00043181018929612904,0.0005321593807492038
10000,30000,0.0005450530865092641,0.0005702352268340449
10000,50000,0.0006244699230060477,0.0006623130089770369
